PARTY,ELECTORATE,SURNAME,FIRST NAME(S), TOTAL DONATIONS , TOTAL EXPENSES ,2020 Donor Return Part A Name and Steet Address,Date received,Contributions,Amount,Title,Name,Company/Org,Address,Other detail,Money or Goods and Services,Part B Contribution Name and Address,Date received,Donor Part A,Amount,Name,Company/Org,Address,Other detail,Money or Goods and Services,Notes
Labour Party,Port Waikato,KAUR,Baljit,,,"PORT WAIKATO LABOUR ELECTORATE COMMITTEE, 32A GILMORE RD, RD 1, WAUKU, AUCKLAND",,," $5,000.00 ",,,PORT WAIKATO LABOUR ELECTORATE COMMITTEE,"32A GILMORE RD, RD 1, WAUKU, AUCKLAND",FUNDRAISING,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies; Missing name of individual at whose direction the donation was made 
Labour Party,Kaipara ki Mahurangi,LUBECK,Marja," $5,000.00 "," $8,539.85 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Kaipara ki Mahurangi,LUBECK,Marja,,,"Mike Smith 1082 Sandspit Road, RD2 Warkworth ",6/18/2020,NO," $5,000.00 ",,Mike Smith,,"1082 Sandspit Road, RD2 Warkworth ",,Money,,,,,,,,,,
Labour Party,Upper Harbour,WALTERS,Vanushi," $5,000.00 "," $12,180.99 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Upper Harbour,WALTERS,Vanushi,,,"Lal Senaratne, 24 Rosepark Crescent, St Johns, Auckland",,NO," $5,000.00 ",,Lal Senaratne,,"24 Rosepark Crescent, St Johns, Auckland",,Money,,,,,,,,,,Missing date
Vision New Zealand,Hutt South,WINIATA,Paris," $5,000.00 "," $2,425.25 ",,,,,,,,,,,,,,,,,,,,
Vision New Zealand,Hutt South,WINIATA,Paris,,,"Junior Ulu, 11 Carluke Street, Paparangi, Wellington",6/26/2020,NO," $2,500.00 ",,Junior Ulu,,"11 Carluke Street, Paparangi, Wellington",,Money,,,,,,,,,,Entered as a joint donation of $5000 with Phillippa Ulu
,,,,,,"Philippa Ulu, 11 Carluke Street, Paparangi, Wellington",6/26/2020,NO," $2,500.00 ",,Phillippa Ulu,,"11 Carluke Street, Paparangi, Wellington",,Money,,,,,,,,,,Entered as a joint donation of $5000 with Junior Ulu
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice," $5,394.25 "," $2,799.83 ",,,,,,,,,,,,,,,,,,,,
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"Janice Tua, Wainui Bay Rd, KAEO 0478",,, $30.00 ,,Janice Tua,,"Wainui Bay Rd, KAEO 0478",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"Stewart Porter, Wainui Bay Rd, KAEO 0478",,, $50.00 ,,Stewart Porter,,"Wainui Bay Rd, KAEO 0478",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"Kitty Porter, Wainui Bay Rd, KAEO",,, $50.00 ,,Kitty Porter,,"Wainui Bay Rd, KAEO",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"Sandra Tua, Wainui Bay Rd, KAEO 0478",,, $30.00 ,,Sandra Tua,,"Wainui Bay Rd, KAEO 0478",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"New Beginnings Church, 508 Oruru Road, KAITAIA",,," $1,000.00 ",,,New Beginnings Church,"508 Oruru Road, KAITAIA",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"C. Vivieaere, 77 Premier Ave, Pt Chevalier, Auckland",,, $100.00 ,,C. Vivieaere,,"77 Premier Ave, Pt Chevalier, Auckland",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"Warrick Davis, 10 Ruru Road, Taihape 04720",,, $100.00 ,,Warrick Davis,,"10 Ruru Road, Taihape 04720",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"Tammy Davis, 77 Premier Avenue, Pt Chevalier, AUCKLAND ",,, $100.00 ,,Tammy Davis,,"77 Premier Avenue, Pt Chevalier, AUCKLAND ",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"Awa Films, 123 Tauhina Road, Miramar, WELLINGTON ",,," $1,000.00 ",,,Awa Films,"123 Tauhina Road, Miramar, WELLINGTON ",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"Nau Epiha, 1462 Matauri Bay Road, RD 1, KAEO",,, $100.00 ,,Nau Epiha,,"1462 Matauri Bay Road, RD 1, KAEO",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"Lou Brider, 12 George Street, RAETIHI",,," $1,000.00 ",,Lou Brider,,"12 George Street, RAETIHI",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"Alisa Miles, Stanners Road, Waipapa, KERIKERI",,, $100.00 ,,Alisa Miles,,"Stanners Road, Waipapa, KERIKERI",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"Karen Timperley, 15 Guy Road, KAIKOHE",,, $60.00 ,,Karen Timperley,,"15 Guy Road, KAIKOHE",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"Kristina Parata, 75 Devon Street, ROTORUA 3010",,, $100.00 ,,Kristina Parata,,"75 Devon Street, ROTORUA 3010",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"Kaye Radonovich, 2/115 Mill Road, OTAKI 5512",,, $400.00 ,,Kaye Radonovich,,"2/115 Mill Road, OTAKI 5512",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"A P Arahanga, Mahoe Road, TAUMARUNUI 3924",,, $100.00 ,,A P Arahanga,,"Mahoe Road, TAUMARUNUI 3924",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"Cara Epiha, Maunu Road, KAEO",,, $100.00 ,,Cara Epiha,,"Maunu Road, KAEO",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"Valencia Anderson, 45 Paulma Street, Mt Sheriden, Cairns, AUSTRALIA",,, $924.25 ,,Valencia Anderson,,"45 Paulma Street, Mt Sheriden, Cairns, AUSTRALIA",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
ONE Party,Te Tai Tokerau,ARAHANGA-EPIHA,Janice,,,"MA Hansen, 36 Booth Street, Redbank, Queensland AUSTRALIA",,, $50.00 ,,MA Hansen,,"36 Booth Street, Redbank, Queensland AUSTRALIA",,Money,,,,,,,,,,Missing date; Missing indication of whether Part B applies
Independent,Northland,SHAW,Mike," $5,400.00 "," $8,549.00 ",,,,,,,,,,,,,,,,,,,,
Independent,Northland,SHAW,Mike,,,"Jake Maddox, 5573 SH12, Kaikohe, Nthlnd, 0472","17/07/20, 27/07/20, 05/05/20, 24/04/20, 30/09/20", NO ," $3,750.00 ",,Jake Maddox,,"5573 SH12, Kaikohe, Nthlnd, 0472",,Money,,,,,,,,,,
Independent,Northland,SHAW,Mike,,,"Beverly Baines, 226 Tawanui Rd, Kaikohe 0405","26/04/20, 09/07/20", NO ," $1,650.00 ",,Beverly Baines,,"226 Tawanui Rd, Kaikohe 0405",,Money,,,,,,,,,,
National Party,Waikato,VAN DE MOLEN,Tim," $5,479.07 "," $3,715.89 ",,,,,,,,,,,,,,,,,,,,
National Party,Waikato,VAN DE MOLEN,Tim,,,"NZ National Party, Waikato Super Blues, 41 Pipitea St, Wellington",10/22/2020,NO, $100.00 ,,,"NZ National Party, Waikato Super Blues","41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Waikato,VAN DE MOLEN,Tim,,,"NZ National Party, Waikato Electorate, 41 Pipitea St, Wellington",7/1/2020,NO," $5,379.07 ",,,"NZ National Party, Waikato Electorate","41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Advance NZ,Ilam,PENGELLY,Toni," $5,520.00 "," $1,970.00 ",,,,,,,,,,,,,,,,,,,,
Advance NZ,Ilam,PENGELLY,Toni,,,"CMI, 74 Esplanade, Sumner Ch.Ch. 8081, (Coal Marketing International Ltd)",10/17/2020,NO," $5,520.00 ",,,CMI (Coal Marketing International Ltd),"74 Esplanade, Sumner Ch.Ch. 8081",,Money,,,,,,,,,,
ONE Party,Nelson,CLAASSENS,Deon," $5,750.00 ", $861.99 ,,,,,,,,,,,,,,,,,,,,
ONE Party,Nelson,CLAASSENS,Deon,,,"DEON CLASSENS, 107 DAVID ST, BLENHEIM",7/10/2020,NO," $5,000.00 ",,DEON CLASSENS,,"107 DAVID ST, BLENHEIM",,Money,,,,,,,,,,
ONE Party,Nelson,CLAASSENS,Deon,,,"D CARVER, 255 JOHNSON ST, ASHBURTON",8/6/2020,NO, $125.00 ,,D CARVER,,"255 JOHNSON ST, ASHBURTON",,Money,,,,,,,,,,Entered as a joint donation of $500 with B CARVER
,,,,,,"B CARVER, 255 JOHNSON ST, ASHBURTON",8/6/2020,NO, $125.00 ,,B CARVER,,"255 JOHNSON ST, ASHBURTON",,Money,,,,,,,,,,Entered as a joint donation of $500 with D CARVER
ONE Party,Nelson,CLAASSENS,Deon,,,"B. FORLONG, 25 PURKISS AVE, BLENHEIM",9/10/2020,NO, $500.00 ,,B. FORLONG,,"25 PURKISS AVE, BLENHEIM",,Money,,,,,,,,,,
New Conservative,Waimakariri,BAKER,Leighton," $6,000.00 "," $4,197.91 ",,,,,,,,,,,,,,,,,,,,
New Conservative,Waimakariri,BAKER,Leighton,,,"A Wenborn, 31 Mclvor PI, Rangiora",2/25/2020,NO," $4,000.00 ",,A Wenborn,,"31 Mclvor PI, Rangiora",,Money,,,,,,,,,,
New Conservative,Waimakariri,BAKER,Leighton,,,"Caleb Honiss, 28 Mattingly St, Aranui, Christchurch",9/20/2020,NO," $2,000.00 ",,Caleb Honiss,,"28 Mattingly St, Aranui, Christchurch",,Money,,,,,,,,,,
Māori Party,Te Tai Tokerau,KAPA-KINGI,Mariameno," $6,000.00 "," $7,944.58 ",,,,,,,,,,,,,,,,,,,,
Māori Party,Te Tai Tokerau,KAPA-KINGI,Mariameno,,,"Raewyn Tipene, He Puna Marama Trust 187 Lower Dent Street, Whangarei",8/17/2020,NO," $3,000.00 ",,Raewyn Tipene (CEO),He Puna Marama Trust,"187 Lower Dent Street, Whangarei",,Money,,,,,,,,,,
Māori Party,Te Tai Tokerau,KAPA-KINGI,Mariameno,,,Te Taitokerau Maori Party Electorate Committee,10/14/2020,NO," $3,000.00 ",,,Te Taitokerau Maori Party Electorate Committee,,,Money,,,,,,,,,,Missing address; Missing name of individual at whose direction the donation was made
Labour Party,Kelston,SEPULONI,Carmel Jean," $6,142.45 "," $5,656.79 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Kelston,SEPULONI,Carmel Jean,,,"Kelson Labour Electorate Commitee. c/- 21B Highbury Street, Avondale, Auckland 1026",12/14/2020,NO," $6,142.45 ",,,Kelson Labour Electorate Commitee,"c/- 21B Highbury Street, Avondale, Auckland 1026",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Mt Albert,ARDERN,Jacinda," $6,540.00 "," $2,534.01 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Mt Albert,ARDERN,Jacinda,,,"Mt Albert LEC, 22 Grove Road, Sandringham",8/21/2020,NO," $6,540.00 ",,,Mt Albert LEC,"22 Grove Road, Sandringham",Great Debate proceeds,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Kaipara ki Mahurangi,PENK,Chris," $6,639.97 "," $6,745.09 ",,,,,,,,,,,,,,,,,,,,
National Party,Kaipara ki Mahurangi,PENK,Chris,,,"NZ National Party, Kaipara-ki-Mahurangi electorate, 41 Pipitea St, Wellington",1/5/20-31/10/20,NO," $6,639.97 ",,,"NZ National Party, Kaipara-ki- Mahurangi electorate","41 Pipitea St, Wellington",,Money,,,,,,,,,,
National Party,Taranaki-King Country,KURIGER,Barbara," $6,651.08 "," $4,845.42 ",,,,,,,,,,,,,,,,,,,,
National Party,Taranaki-King Country,KURIGER,Barbara,,,"NZ National Party, Taranaki King Country electorate, 41 Pipitea St, Wellington",1/1/20-31/10/20,NO," $6,651.08 ",,,,,,,,,,,,,,,,
New Zealand First Party,Kaikōura,ARBUCKLE,Jamie," $7,000.00 "," $9,580.43 ",,,,,,,"NZ National Party, Taranaki King Country electorate","41 Pipitea St, Wellington",,Money,,,,,,,,,,
New Zealand First Party,Kaikōura,ARBUCKLE,Jamie,,,"Jamie Arthur Arbuckle, 154 Bedford Road, Renwick 7275","31/8/20, 30/9/20",NO," $2,000.00 ",,Jamie Arthur Arbuckle,,"154 Bedford Road, Renwick 7275",,Money,,,,,,,,,,Donated to himself
New Zealand First Party,Kaikōura,ARBUCKLE,Jamie,,,"Adrian Arbuckle, 20 Fitzallan St, Bushland Beach, Qld 2818",6/16/2020,NO," $5,000.00 ",,Adrian Arbuckle,,"20 Fitzallan St, Bushland Beach, Qld 2818",,Money,,,,,,,,,,
Sustainable New Zealand Party,Auckland Central,TAVA,Vernon," $7,064.28 "," $7,064.28 ",,,,,,,,,,,,,,,,,,,,
Sustainable New Zealand Party,Auckland Central,TAVA,Vernon,,,"Sustainable New Zealand Party, 62 Knights Road, Rothesay Bay, Auckland",25/07/20-16/10/20,NO," $7,064.28 ",,,Sustainable New Zealand Party,"62 Knights Road, Rothesay Bay, Auckland",Donations for advertising and signage expenses. ,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Advance NZ,Banks Peninsula,WILLIAMS,Tiamara," $7,360.00 "," $9,241.02 ",,,,,,,,,,,,,,,,,,,,
Advance NZ,Banks Peninsula,WILLIAMS,Tiamara,,,"Coal Marketing International Limited, 74 ESPLANADE, SUMNER, CHCH ",13.08.20,NO," $7,360.00 ",,,Coal Marketing International Limited ,"74 ESPLANADE, SUMNER, CHCH ",,Money,,,,,,,,,,
Labour Party,Palmerston North,UTIKERE,Tangi," $7,371.70 "," $16,078.26 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Palmerston North,UTIKERE,Tangi,,,"Steve Maharey, 35 Branksome Place, Aokautere, Palmerston North 4471",7/30/2020,NO," $2,000.00 ",,Steve Maharey,,"35 Branksome Place, Aokautere, Palmerston North 4471",,Money,,,,,,,,,,
Labour Party,Palmerston North,UTIKERE,Tangi,,,"Stacey Pene, 37C Salisbury Road, Birkdale, Auckland 0626",7/30/2020,NO," $2,000.00 ",,Stacey Pene,,"37C Salisbury Road, Birkdale, Auckland 0626",,Money,,,,,,,,,,
Labour Party,Palmerston North,UTIKERE,Tangi,,,"NZLP Palmerston North LEC, 53 Queen Street, Palmerston North 4410",10/16/2020,NO," $3,371.70 ",,,NZLP Palmerston North LEC,"53 Queen Street, Palmerston North 4410",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Māori Party,Hauraki-Waikato,POKERE-PHILLIPS,Donna," $7,500.00 "," $6,994.28 ",,,,,,,,,,,,,,,,,,,,
Māori Party,Hauraki-Waikato,POKERE-PHILLIPS,Donna,,,"Te Kohao Health, 951 Wairere Drive Hamilton East 3216 ",6/15/2020,NO," $7,500.00 ",,,Te Kohao Health ,951 Wairere Drive Hamilton East 3216 ,,Money,,,,,,,,,,
Green Party,New Lynn,ABEL,Steve," $8,000.00 ", $121.75 ,,,,,,,,,,,,,,,,,,,,
Green Party,New Lynn,ABEL,Steve,,,"Lucy F Tapert, 75 Godden Crescent, Auckland 1071",6/15/2020,NO," $8,000.00 ",,Lucy F Tapert,,"75 Godden Crescent, Auckland 1071",,Money,,,,,,,,,,
Labour Party,Botany,CHEN,Naisi," $8,000.00 "," $3,334.73 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Botany,CHEN,Naisi,,,"Ben Ou, 321 Botany Road, Botany, Auckland",10/4/2020,NO," $2,000.00 ",,Ben Ou,,"321 Botany Road, Botany, Auckland",,Money,,,,,,,,,,
Labour Party,Botany,CHEN,Naisi,,,"Willa Chen, 39 Norwood Road, Bayswater, Auckland",9/4/2020,NO," $6,000.00 ",,Willa Chen,,"39 Norwood Road, Bayswater, Auckland",,Money,,,,,,,,,,
Integrity New Zealand,Rongotai,MIHAKA,Troy," $8,227.44 "," $9,693.72 ",,,,,,,,,,,,,,,,,,,,
Integrity New Zealand,Rongotai,MIHAKA,Troy,,,"Integrity New Zealand, C/O 91 Endeavour Drive, Whitby 5024",10/1/2020,NO," $8,227.44 ",,,Integrity New Zealand,"C/O 91 Endeavour Drive, Whitby 5024",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Advance NZ,Christchurch Central,CHURCH,Carole," $8,529.05 "," $9,830.69 ",,,,,,,,,,,,,,,,,,,,
Advance NZ,Christchurch Central,CHURCH,Carole,,,"Coal Marketing International, 74 The Esplande, Sumner, Christchurch ","7/08/20, 31/08/20, 30/09/2020 ",NO," $5,600.00 ",,,Coal Marketing International,"74 The Esplande, Sumner, Christchurch ",,Money,,,,,,,,,,
Advance NZ,Christchurch Central,CHURCH,Carole,,,"CQ Group Limited, 359 Lincoln Rd, Christchurch ","0/09/20,18/09/20 ",NO," $2,929.05 ",,,CQ Group Limited,"359 Lincoln Rd, Christchurch ",,Money,,,,,,,,,,
National Party,Remutaka,CROFSKEY,Mark," $8,750.00 "," $10,066.86 ",,,,,,,,,,,,,,,,,,,,
National Party,Remutaka,CROFSKEY,Mark,,,"NZ National Party, Remutaka Electorate, 41 Pipitea St, Wellington","29/01/20, 12/11/20",NO," $5,750.00 ",,,"NZ National Party, Remutaka Electorate","41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Remutaka,CROFSKEY,Mark,,,"NZ National Party, Hutt South Electorate, 41 Pipitea St, Wellington",7/23/2020,NO, $500.00 ,,,"NZ National Party, Hutt South Electorate","41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
National Party,Remutaka,CROFSKEY,Mark,,,"NZ National Party, Wellington Central Electorate, 41 Pipitea St, Wellington","6/07/20, 16/07/20",NO," $2,500.00 ",,,"NZ National Party, Wellington Central Electorate","41 Pipitea St, Wellington",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Papakura,KANONGATA'A-SUISUIKI,Anahila," $8,760.00 "," $7,064.05 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Papakura,KANONGATA'A-SUISUIKI,Anahila,,,"Utu siu Suisuiki, G3/340 Onehunga Mall road Onehunga",5/15/2020,NO," $8,760.00 ",,Utu siu Suisuiki,,G3/340 Onehunga Mall road Onehunga,,Money,,,,,,,,,,
Labour Party,Waitaki,WAIREPO,Liam," $8,800.00 "," $1,701.15 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Waitaki,WAIREPO,Liam,,,"Nordmeyer Trust, 40B Frome Street, Oamaru, Otago. ",6/29/2020,NO," $2,500.00 ",,,Nordmeyer Trust,"40B Frome Street, Oamaru, Otago. ",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Waitaki,WAIREPO,Liam,,,"Otago Southland Meatworkers' Union, P O Box 1364, Dunedin. ",7/20/2020,NO," $2,000.00 ",,,Otago Southland Meatworkers' Union ,"P O Box 1364, Dunedin",,Money,,,,,,,,,,
Labour Party,Waitaki,WAIREPO,Liam,,,"Sally Hope, 66 Reservoir Road, Oamaru North. ",9/8/2020,NO," $4,300.00 ",,Sally Hope,,"66 Reservoir Road, Oamaru North. ",,Money,,,,,,,,,,
Labour Party,Bay of Plenty,WARREN-CLARK,Angie," $8,800.00 "," $3,685.92 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Bay of Plenty,WARREN-CLARK,Angie,,,"Blair Warren, 1261 Papamoa Beach Road, Papamoa 3118",7/7/2020,NO," $3,800.00 ",,Blair Warren,,"1261 Papamoa Beach Road, Papamoa 3118",,Money,,,,,,,,,,
Labour Party,Bay of Plenty,WARREN-CLARK,Angie,,,"Ian Herbert, 22 Savannah Place, Papamoa 3118",7/7/2020,NO," $2,000.00 ",,Ian Herbert,,"22 Savannah Place, Papamoa 3118",,Money,,,,,,,,,,
Labour Party,Bay of Plenty,WARREN-CLARK,Angie,,,"Bay of Plenty LEC-NZ Labour Party C/O Pohutakawa Way, Gate Pa",17/06/20-17/10/20,NO," $3,000.00 ",,,Bay of Plenty LEC-NZ Labour Party,"Pohutakawa Way, Gate Pa",,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Rotorua,MAHON,Claire," $8,952.50 "," $5,149.37 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Rotorua,MAHON,Claire,,,"Labour Rotorua Local Electorate Committee, c/o Glenis Boulanger, 104 Rimuvale Street, Pukehangi, 3015","21/10/20, 17/09/20, 8/7/20, 29/01/20, 15/01/20, 13/01/20",NO," $6,452.50 ",,,Labour Rotorua Local Electorate Committee,"104 Rimuvale Street, Pukehangi, 3015",c/o Glenis Boulanger,Money,,,,,,,,,,Missing name of individual at whose direction the donation was made
Labour Party,Rotorua,MAHON,Claire,,,"Johan Morreau, 131 Kawaha Point Road, Kawaha Point, Rotorua, 3010","8/6/20, 13/7/20, 21/7/20, 2/9/20, 30/9/20",NO," $2,500.00 ",,Johan Morreau,,"131 Kawaha Point Road, Kawaha Point, Rotorua, 3010",,Money,,,,,,,,,,
Labour Party,Hamilton West,SHARMA,Gaurav," $9,012.14 "," $12,242.92 ",,,,,,,,,,,,,,,,,,,,
Labour Party,Hamilton West,SHARMA,Gaurav,,,"Max Christopherson - 4 Cardrona Rd - Donation ($1,100) + Vinyl stick ons for damaged hoardings ($501)","4/08/20, 16/09/20",NO," $1,601.00 ",,Max Christopherson,,4 Cardrona Rd,,Money + Goods and Services,,,,,,,,,,
Labour Party,Hamilton West,SHARMA,Gaurav,,,"Troy Hillard 5/278 Kahikatea Drive, Hamilton - for Trailer - Total $4150 to Gaurav Sharma (50%) and Jamie Strange (50%)",7/27/2020,NO," $2,075.00 ",,Troy Hillard,,"5/278 Kahikatea Drive, Hamilton",for Trailer - Total $4150 to Gaurav Sharma (50%) and Jamie Strange (50%),Goods and Services,,,,,,,,,,"Unclear donation:  ""Total $4150 to Gaurav Sharma (50%) and Jamie Strange (50%)"""
Labour Party,Hamilton West,SHARMA,Gaurav,,,"1. Jamie Strange - 5/1130 Victoria St, Hamilton. For Volunteer Hub space at 81 Victoria St",3/1/2020,YES," $2,240.00 ",,Jamie Strange,,"5/1130 Victoria St, Hamilton",For Volunteer Hub space at 81 Victoria St,Goods and Services,,,,,,,,,,Donation from another candidate?
Labour Party,Hamilton West,SHARMA,Gaurav,,,"1. Jamie Strange - 5/1130 Victoria St, Hamilton. For Volunteer Hub space at 81 Victoria St",3/1/2020,YES,,,Jamie Strange,,"5/1130 Victoria St, Hamilton",For Volunteer Hub space at 81 Victoria St,Goods and Services,"Stark Properties, Panama Square, East Lobby, Level One, 14 Garden Place, Hamilton 3204 -related ot Volunteer Hub space donation to Jamie Strange",3/1/2020,Jamie Strange," $2,240.00 ",,Stark Properties,"Panama Square, East Lobby, Level One, 14 Garden Place, Hamilton 3204 ",related to Volunteer Hub space donation to Jamie Strange,Goods and Services,Donation from another candidate?
Labour Party,Hamilton West,SHARMA,Gaurav,,,"2. Jamie Strange - 5/1130 Victoria St, Hamilton. For Volunteer Hub signage ($64.26) +electricity ($555.51) + internet (S90) +Trailer skin ($311)",10/16/2020,NO," $1,020.00 ",,Jamie Strange,,"5/1130 Victoria St, Hamilton",For Volunteer Hub signage ($64.26) +electricity ($555.51) + internet (S90) +Trailer skin ($311),Goods and Services,,,,,,,,,,Donation from another candidate?
Labour Party,Hamilton West,SHARMA,Gaurav,,,"3. Jamie Strange - 5/1130 Victoria St, Hamilton. For Hamilton Press wraparound",9/30/2020,NO," $2,075.37 ",,Jamie Strange,,"5/1130 Victoria St, Hamilton",For Hamilton Press wraparound,Goods and Services,,,,,,,,,,Donation from another candidate?
Labour Party,New Plymouth,BENNETT,Glen," $9,025.00 "," $16,892.49 ",,,,,,,,,,,,,,,,,,,,
Labour Party,New Plymouth,BENNETT,Glen,,,"New Plymouth Labour Party Clubrooms Society Incorporated, 158 Tukapa Street, New Plymouth","12/10/20, 17/11/20, 09/12/20",NO," $9,025.00 ",,,New Plymouth Labour Party Clubrooms Society Incorporated,"158 Tukapa Street, New Plymouth",,Money,,,,,,,,,,
New Zealand First Party,Whangārei,WILSON,David Ashley," $9,090.00 "," $10,345.68 ",,,,,,,,,,,,,,,,,,,,
New Zealand First Party,Whangārei,WILSON,David Ashley,,,"Terry Budgen and Forest Loaders Ltd, 4 Hewlett Street, Port Whangarei, Whangarei, 0110",9/19/2020,NO," $4,090.00 ",,Terry Budgen,Forest Loaders Ltd,"4 Hewlett Street, Port Whangarei, Whangarei, 0110 ",,Money,,,,,,,,,,
New Zealand First Party,Whangārei,WILSON,David Ashley,,,"Harry Singh, Kamo Hotel, 567 Kamo Rd Whangarei 0112 ",9/19/2020,NO," $1,600.00 ",,Harry Singh,Kamo Hotel,567 Kamo Rd Whangarei 0112 ,,Money,,,,,,,,,,
New Zealand First Party,Whangārei,WILSON,David Ashley,,,"Alan Gray, Skibo Ltd T/A Wynn Fraser Paints 8 Okara Drive, 0110 Whangarei",9/19/2020,NO," $3,400.00 ",,Alan Gray,Skibo Ltd T/A Wynn Fraser Paints ,"8 Okara Drive, 0110 Whangarei ",,Money,,,,,,,,,,
Green Party,Taieri,WILLIS,Scott," $9,220.00 ", $139.08 ,,,,,,,,,,,,,,,,,,,,
Green Party,Taieri,WILLIS,Scott,,,"Patricia Scott, 56 Hawkhurst Road Lyttleton Christchurch 8082 (8 separate donations) ","22/05/20, 05/06/20, 20/07/20, 28/08/20, 01/09/20, 03/09/20",," $7,220.00 ",,Patricia Scott,,56 Hawkhurst Road Lyttleton Christchurch 8082 ,(8 separate donations) ,Money,,,,,,,,,,Missing indication of whether Part B applies
Green Party,Taieri,WILLIS,Scott,,,"Will Anglin, OC/- Castle Trustee Ltd 8 Pacific Street Dunedin ","22/05/20, 07/08/20, 11/09/20 ",," $2,000.00 ",,Will Anglin,OC/- Castle Trustee Ltd,8 Pacific Street Dunedin ,,Money,,,,,,,,,,Missing indication of whether Part B applies;
